name,wiki_title,object_type,mood,tags,fallback_image_url,description,wiki_url,thumbnail_url,image_path,image_url_used,error,has_image,wiki_title_ru,name_en,description_en,wiki_url_en,name_ru,description_ru,wiki_url_ru,object_type_en,object_type_ru
Titan,Titan (moon),moon,"hazy, alien, complex","moon,hazy,orange,alien,complex",,"Titan is the largest moon of Saturn and the second-largest in the Solar System. It is the only moon known to have a dense atmosphere—denser than Earth's—and is the only known object in the Solar System besides Earth with clear evidence of stable bodies of surface liquid. Titan is one of seven gravitationally rounded moons of Saturn and the second-most distant among them. Frequently described as a planet-like moon, Titan is 48.16% larger in diameter than Earth's Moon and 80% more massive. It is the second-largest moon in the Solar System after Jupiter's Ganymede and is larger than Mercury; yet Titan is only 40% as massive as Mercury, because Mercury is mainly iron and rock while much of Titan is mostly ice, which is less dense.",https://en.wikipedia.org/wiki/Titan_(moon),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Titan_in_true_color_by_Kevin_M._Gill.jpg/330px-Titan_in_true_color_by_Kevin_M._Gill.jpg,data/curated_space_objects/images/titan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Titan_in_true_color_by_Kevin_M._Gill.jpg/330px-Titan_in_true_color_by_Kevin_M._Gill.jpg,,True,,Titan,"Titan is the largest moon of Saturn and the second-largest in the Solar System. It is the only moon known to have a dense atmosphere—denser than Earth's—and is the only known object in the Solar System besides Earth with clear evidence of stable bodies of surface liquid. Titan is one of seven gravitationally rounded moons of Saturn and the second-most distant among them. Frequently described as a planet-like moon, Titan is 48.16% larger in diameter than Earth's Moon and 80% more massive. It is the second-largest moon in the Solar System after Jupiter's Ganymede and is larger than Mercury; yet Titan is only 40% as massive as Mercury, because Mercury is mainly iron and rock while much of Titan is mostly ice, which is less dense.",https://en.wikipedia.org/wiki/Titan_(moon),Титан,"Титан — крупнейший спутник Сатурна и второй по величине в Солнечной системе. Это единственная известная луна, имеющая плотную атмосферу (более плотную, чем у Земли), и единственный известный объект в Солнечной системе, помимо Земли, с явными свидетельствами существования стабильных тел из поверхностной жидкости. Титан — один из семи гравитационно закругленных спутников Сатурна и второй по удаленности среди них. Титан, который часто называют планетоподобным спутником, на 48,16% больше в диаметре, чем земная Луна, и на 80% массивнее. Это второй по величине спутник Солнечной системы после Ганимеда Юпитера, он больше Меркурия; однако Титан лишь на 40% массивнее Меркурия, потому что Меркурий состоит в основном из железа и камня, а большая часть Титана состоит в основном из льда, который менее плотен.",,moon,спутник
Io,Io (moon),moon,"volcanic, intense, colorful","moon,volcanic,colorful,intense,wild",,"Io is the innermost and second-smallest of the four Galilean moons of Jupiter. Slightly larger than Earth's Moon, Io is the fourth-largest natural satellite in the Solar System, has the highest density and strongest surface gravity of any natural satellite, and the lowest amount of water by atomic ratio of any known astronomical object in the Solar System.",https://en.wikipedia.org/wiki/Io_(moon),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Io_highest_resolution_true_color.jpg/330px-Io_highest_resolution_true_color.jpg,data/curated_space_objects/images/io.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Io_highest_resolution_true_color.jpg/330px-Io_highest_resolution_true_color.jpg,,True,,Io,"Io is the innermost and second-smallest of the four Galilean moons of Jupiter. Slightly larger than Earth's Moon, Io is the fourth-largest natural satellite in the Solar System, has the highest density and strongest surface gravity of any natural satellite, and the lowest amount of water by atomic ratio of any known astronomical object in the Solar System.",https://en.wikipedia.org/wiki/Io_(moon),Ио,"Ио — самый внутренний и второй по размеру из четырех галилеевых спутников Юпитера. Немного больше, чем земная Луна, Ио является четвертым по величине естественным спутником в Солнечной системе, имеет самую высокую плотность и сильную поверхностную гравитацию среди всех естественных спутников, а также наименьшее количество воды по атомному соотношению среди всех известных астрономических объектов в Солнечной системе.",,moon,спутник
Ganymede,Ganymede (moon),moon,"large, quiet, ancient","moon,large,icy,ancient,calm",,"Ganymede is a natural satellite of Jupiter and is the largest and most massive moon in the Solar System. Like Saturn's largest moon Titan, it is larger than the planet Mercury, but has somewhat less surface gravity than Mercury, Io, or Earth's Moon due to its lower density compared to the three. Ganymede orbits Jupiter in roughly seven days and is in a 1:2:4 orbital resonance with the moons Europa and Io, respectively.",https://en.wikipedia.org/wiki/Ganymede_(moon),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ganymede_-_Perijove_34_Composite.png/330px-Ganymede_-_Perijove_34_Composite.png,data/curated_space_objects/images/ganymede.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ganymede_-_Perijove_34_Composite.png/330px-Ganymede_-_Perijove_34_Composite.png,,True,,Ganymede,"Ganymede is a natural satellite of Jupiter and is the largest and most massive moon in the Solar System. Like Saturn's largest moon Titan, it is larger than the planet Mercury, but has somewhat less surface gravity than Mercury, Io, or Earth's Moon due to its lower density compared to the three. Ganymede orbits Jupiter in roughly seven days and is in a 1:2:4 orbital resonance with the moons Europa and Io, respectively.",https://en.wikipedia.org/wiki/Ganymede_(moon),Ганимед,"Ганимед — естественный спутник Юпитера, а также самый большой и массивный спутник Солнечной системы. Как и самый большой спутник Сатурна Титан, он больше, чем планета Меркурий, но имеет несколько меньшую поверхностную гравитацию, чем Меркурий, Ио или Луна Земли, из-за его более низкой плотности по сравнению с тремя. Ганимед обращается вокруг Юпитера примерно за семь дней и находится в орбитальном резонансе 1:2:4 со спутниками Европой и Ио соответственно.",,moon,спутник
Enceladus,Enceladus,moon,"icy, clean, surprising","moon,ice,bright,secretive,plumes",,"Enceladus is the sixth-largest moon of Saturn and the 18th largest in the Solar System. It is about 500 kilometres in diameter, about a tenth of that of Saturn's largest moon, Titan. It is covered by clean, freshly deposited snow hundreds of meters thick, making it one of the most reflective bodies of the Solar System. Consequently, its surface temperature at noon reaches only −198 °C, far colder than a light-absorbing body would be. Despite its small size, Enceladus has a wide variety of surface features, ranging from old, heavily cratered regions to young, tectonically deformed terrain.",https://en.wikipedia.org/wiki/Enceladus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/PIA17202_-_Approaching_Enceladus.jpg/330px-PIA17202_-_Approaching_Enceladus.jpg,data/curated_space_objects/images/enceladus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/PIA17202_-_Approaching_Enceladus.jpg/330px-PIA17202_-_Approaching_Enceladus.jpg,,True,,Enceladus,"Enceladus is the sixth-largest moon of Saturn and the 18th largest in the Solar System. It is about 500 kilometres in diameter, about a tenth of that of Saturn's largest moon, Titan. It is covered by clean, freshly deposited snow hundreds of meters thick, making it one of the most reflective bodies of the Solar System. Consequently, its surface temperature at noon reaches only −198 °C, far colder than a light-absorbing body would be. Despite its small size, Enceladus has a wide variety of surface features, ranging from old, heavily cratered regions to young, tectonically deformed terrain.",https://en.wikipedia.org/wiki/Enceladus,Энцелад,"Энцелад — шестой по величине спутник Сатурна и 18-й по величине в Солнечной системе. Его диаметр составляет около 500 километров, что составляет примерно десятую часть диаметра крупнейшего спутника Сатурна, Титана. Оно покрыто чистым свежевыпавшим снегом толщиной в сотни метров, что делает его одним из самых отражающих тел Солнечной системы. Следовательно, температура его поверхности в полдень достигает всего -198 °C, что намного холоднее, чем была бы температура поглощающего свет тела. Несмотря на свои небольшие размеры, Энцелад имеет большое разнообразие особенностей поверхности: от старых, сильно кратерированных регионов до молодой, тектонически деформированной местности.",,moon,спутник
Callisto,Callisto (moon),moon,"scarred, old, resilient","moon,ancient,dark,scarred,quiet",,"Callisto is the second-largest moon of Jupiter, after Ganymede. It is also the third-largest moon in the Solar System, following Ganymede and Saturn's moon Titan, and nearly as large as the planet Mercury. With a diameter of 4,821 km, Callisto is roughly a third larger than Earth's Moon and orbits Jupiter on average at a distance of 1.883 million km, which is about five times further out than the Moon orbiting Earth. It is the outermost of the four large Galilean moons of Jupiter, which were discovered in 1610 with one of the first telescopes, and is today visible from Earth with common binoculars.",https://en.wikipedia.org/wiki/Callisto_(moon),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Callisto_VGR2_C2060635_OGB.png/330px-Callisto_VGR2_C2060635_OGB.png,data/curated_space_objects/images/callisto.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Callisto_VGR2_C2060635_OGB.png/330px-Callisto_VGR2_C2060635_OGB.png,,True,,Callisto,"Callisto is the second-largest moon of Jupiter, after Ganymede. It is also the third-largest moon in the Solar System, following Ganymede and Saturn's moon Titan, and nearly as large as the planet Mercury. With a diameter of 4,821 km, Callisto is roughly a third larger than Earth's Moon and orbits Jupiter on average at a distance of 1.883 million km, which is about five times further out than the Moon orbiting Earth. It is the outermost of the four large Galilean moons of Jupiter, which were discovered in 1610 with one of the first telescopes, and is today visible from Earth with common binoculars.",https://en.wikipedia.org/wiki/Callisto_(moon),Каллисто,"Каллисто — второй по величине спутник Юпитера после Ганимеда. Это также третий по величине спутник в Солнечной системе после Ганимеда и спутника Сатурна Титана, и почти такой же большой, как планета Меркурий. Имея диаметр 4821 км, Каллисто примерно на треть больше земной Луны и вращается вокруг Юпитера в среднем на расстоянии 1,883 миллиона км, что примерно в пять раз дальше, чем Луна, вращающаяся вокруг Земли. Это самый дальний из четырех больших галилеевых спутников Юпитера, которые были открыты в 1610 году с помощью одного из первых телескопов и сегодня видны с Земли в обычный бинокль.",,moon,спутник
Charon,Charon (moon),moon,"paired, distant, loyal","moon,distant,paired,quiet,icy",,"Charon, formal designation (134340) Pluto I, is the largest of the five known natural satellites of the dwarf planet Pluto. It has a mean radius of 606 km (377 mi). Charon is a planetary-mass moon and the sixth-largest known trans-Neptunian object after Pluto, Eris, Haumea, Makemake, and Gonggong. It was discovered in 1978 at the United States Naval Observatory in Washington, D.C., using photographic plates taken at the United States Naval Observatory Flagstaff Station (NOFS).",https://en.wikipedia.org/wiki/Charon_(moon),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Charon_in_True_Color_-_High-Res.png/330px-Charon_in_True_Color_-_High-Res.png,data/curated_space_objects/images/charon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Charon_in_True_Color_-_High-Res.png/330px-Charon_in_True_Color_-_High-Res.png,,True,,Charon,"Charon, formal designation (134340) Pluto I, is the largest of the five known natural satellites of the dwarf planet Pluto. It has a mean radius of 606 km (377 mi). Charon is a planetary-mass moon and the sixth-largest known trans-Neptunian object after Pluto, Eris, Haumea, Makemake, and Gonggong. It was discovered in 1978 at the United States Naval Observatory in Washington, D.C., using photographic plates taken at the United States Naval Observatory Flagstaff Station (NOFS).",https://en.wikipedia.org/wiki/Charon_(moon),Харон,"Харон, официальное обозначение (134340) Плутон I, — крупнейший из пяти известных естественных спутников карликовой планеты Плутон. Его средний радиус составляет 606 км (377 миль). Харон — спутник планетарной массы и шестой по величине из известных транснептуновых объектов после Плутона, Эриды, Хаумеа, Макемаке и Гонггонга. Он был обнаружен в 1978 году в Военно-морской обсерватории США в Вашингтоне, округ Колумбия, с использованием фотографических пластинок, сделанных на станции Флагстафф Военно-морской обсерватории США (NOFS).",,moon,спутник
Pluto,Pluto,minor planet,"small, dramatic, beloved","minor-planet,distant,icy,beloved,heart",,"Pluto is a dwarf planet in the Kuiper belt, a ring of bodies beyond the orbit of Neptune. It is the ninth-largest and tenth-most-massive known object to directly orbit the Sun. It is the largest known trans-Neptunian object by volume by a small margin, but is less massive than Eris. Like other Kuiper belt objects, Pluto is made primarily of ice and rock and is much smaller than the inner planets. Pluto has roughly one-sixth the mass of the Moon and one-third of its volume. Originally considered a planet, its status was changed when astronomers adopted a new definition of the word with new criteria.",https://en.wikipedia.org/wiki/Pluto,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Pluto_in_True_Color_-_High-Res.png/330px-Pluto_in_True_Color_-_High-Res.png,data/curated_space_objects/images/pluto.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Pluto_in_True_Color_-_High-Res.png/330px-Pluto_in_True_Color_-_High-Res.png,,True,,Pluto,"Pluto is a dwarf planet in the Kuiper belt, a ring of bodies beyond the orbit of Neptune. It is the ninth-largest and tenth-most-massive known object to directly orbit the Sun. It is the largest known trans-Neptunian object by volume by a small margin, but is less massive than Eris. Like other Kuiper belt objects, Pluto is made primarily of ice and rock and is much smaller than the inner planets. Pluto has roughly one-sixth the mass of the Moon and one-third of its volume. Originally considered a planet, its status was changed when astronomers adopted a new definition of the word with new criteria.",https://en.wikipedia.org/wiki/Pluto,Плутон,"Плутон — карликовая планета в поясе Койпера, кольце тел за орбитой Нептуна. Это девятый по величине и десятый по массе известный объект, вращающийся непосредственно вокруг Солнца. Это самый крупный из известных по объему транснептуновых объектов, но он менее массивен, чем Эрида. Как и другие объекты пояса Койпера, Плутон состоит в основном из льда и камня и намного меньше внутренних планет. Плутон имеет примерно одну шестую массы Луны и одну треть ее объема. Первоначально считавшаяся планетой, ее статус был изменен, когда астрономы приняли новое определение этого слова с новыми критериями.",,minor planet,малая планета
Ceres,Ceres (dwarf planet),dwarf planet,"quiet, round, hidden","dwarf-planet,asteroid,quiet,rocky,small",,"Ceres is a dwarf planet in the main asteroid belt between the orbits of Mars and Jupiter. It was the first known asteroid, discovered on 1 January 1801 by Giuseppe Piazzi at Palermo Astronomical Observatory in Sicily, and announced as a new planet. Ceres was later classified as an asteroid, and then more recently as the only confirmed dwarf planet within the asteroid belt and the largest without a moon.",https://en.wikipedia.org/wiki/Ceres_(dwarf_planet),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg/330px-Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg,data/curated_space_objects/images/ceres.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg/330px-Ceres_-_RC3_-_Haulani_Crater_%2822381131691%29_%28cropped%29.jpg,,True,,Ceres,"Ceres is a dwarf planet in the main asteroid belt between the orbits of Mars and Jupiter. It was the first known asteroid, discovered on 1 January 1801 by Giuseppe Piazzi at Palermo Astronomical Observatory in Sicily, and announced as a new planet. Ceres was later classified as an asteroid, and then more recently as the only confirmed dwarf planet within the asteroid belt and the largest without a moon.",https://en.wikipedia.org/wiki/Ceres_(dwarf_planet),Церера,"Церера — карликовая планета в главном поясе астероидов между орбитами Марса и Юпитера. Это был первый известный астероид, открытый 1 января 1801 года Джузеппе Пьяцци в Палермской астрономической обсерватории на Сицилии и объявленный новой планетой. Позже Церера была классифицирована как астероид, а совсем недавно — как единственная подтвержденная карликовая планета в поясе астероидов и самая крупная планета без спутника.",,dwarf planet,карликовая планета
Vesta,4 Vesta,asteroid,"bright, rocky, determined","asteroid,rocky,bright,small,sharp",,"Vesta is one of the largest objects in the asteroid belt, with a mean diameter of 525 kilometres (326 mi). It was discovered by the German astronomer Heinrich Wilhelm Matthias Olbers on 29 March 1807 and is named after Vesta, the virgin goddess of home and hearth from Roman mythology.",https://en.wikipedia.org/wiki/4_Vesta,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Vesta_in_natural_color.jpg/330px-Vesta_in_natural_color.jpg,data/curated_space_objects/images/vesta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Vesta_in_natural_color.jpg/330px-Vesta_in_natural_color.jpg,,True,,Vesta,"Vesta is one of the largest objects in the asteroid belt, with a mean diameter of 525 kilometres (326 mi). It was discovered by the German astronomer Heinrich Wilhelm Matthias Olbers on 29 March 1807 and is named after Vesta, the virgin goddess of home and hearth from Roman mythology.",https://en.wikipedia.org/wiki/4_Vesta,Веста,"Веста — один из крупнейших объектов в поясе астероидов, средний диаметр которого составляет 525 километров (326 миль). Он был открыт немецким астрономом Генрихом Вильгельмом Маттиасом Ольберсом 29 марта 1807 года и назван в честь Весты, девственной богини дома и очага из римской мифологии.",,asteroid,астероид
Bennu,101955 Bennu,asteroid,"dark, ancient, risky","asteroid,dark,ancient,small,mysterious",,"101955 Bennu (provisional designation 1999 RQ36) is a carbonaceous asteroid in the Apollo group discovered by the LINEAR Project on 11 September 1999. It is a potentially hazardous object that is listed on the Sentry Risk Table and has the second highest cumulative rating on the Palermo scale. It has a cumulative chance of around 1-in-1,750 of impacting Earth between 2178 and 2290 with the greatest risk being on 24 September 2182. It is named after Bennu, the ancient Egyptian mythological bird associated with the Sun, creation, and rebirth.",https://en.wikipedia.org/wiki/101955_Bennu,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Bennu_mosaic_OSIRIS-REx_%28square%29.png/330px-Bennu_mosaic_OSIRIS-REx_%28square%29.png,data/curated_space_objects/images/bennu.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Bennu_mosaic_OSIRIS-REx_%28square%29.png/330px-Bennu_mosaic_OSIRIS-REx_%28square%29.png,,True,,Bennu,"101955 Bennu (provisional designation 1999 RQ36) is a carbonaceous asteroid in the Apollo group discovered by the LINEAR Project on 11 September 1999. It is a potentially hazardous object that is listed on the Sentry Risk Table and has the second highest cumulative rating on the Palermo scale. It has a cumulative chance of around 1-in-1,750 of impacting Earth between 2178 and 2290 with the greatest risk being on 24 September 2182. It is named after Bennu, the ancient Egyptian mythological bird associated with the Sun, creation, and rebirth.",https://en.wikipedia.org/wiki/101955_Bennu,Бенну,"101955 Бенну (предварительное обозначение 1999 RQ36) — углеродистый астероид в группе Аполлон, открытый в рамках проекта LINEAR 11 сентября 1999 года. Это потенциально опасный объект, внесенный в Таблицу рисков Sentry и имеющий второй по величине совокупный рейтинг по шкале Палермо. Совокупная вероятность его столкновения с Землей в период между 2178 и 2290 годами составляет около 1 из 1750, причем наибольший риск приходится на 24 сентября 2182 года. Он назван в честь Бенну, древнеегипетской мифологической птицы, связанной с Солнцем, творением и возрождением.",,asteroid,астероид
Arrokoth,486958 Arrokoth,trans-Neptunian object,"soft, distant, strange","tno,distant,red,quiet,odd",,"486958 Arrokoth (provisional designation 2014 MU69; formerly nicknamed Ultima Thule) is a small, icy Kuiper belt object orbiting the Sun beyond Neptune and Pluto. It became the furthest object in the Solar System visited by a spacecraft when the NASA space probe New Horizons flew past it on 1 January 2019. Arrokoth was discovered on 26 June 2014 by astronomer Marc Buie and the New Horizons Search Team, who had been using the Hubble Space Telescope to find Kuiper belt objects that New Horizons could visit.",https://en.wikipedia.org/wiki/486958_Arrokoth,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/UltimaThule_CA06_color_vertical.png/330px-UltimaThule_CA06_color_vertical.png,data/curated_space_objects/images/arrokoth.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/UltimaThule_CA06_color_vertical.png/330px-UltimaThule_CA06_color_vertical.png,,True,,Arrokoth,"486958 Arrokoth (provisional designation 2014 MU69; formerly nicknamed Ultima Thule) is a small, icy Kuiper belt object orbiting the Sun beyond Neptune and Pluto. It became the furthest object in the Solar System visited by a spacecraft when the NASA space probe New Horizons flew past it on 1 January 2019. Arrokoth was discovered on 26 June 2014 by astronomer Marc Buie and the New Horizons Search Team, who had been using the Hubble Space Telescope to find Kuiper belt objects that New Horizons could visit.",https://en.wikipedia.org/wiki/486958_Arrokoth,Аррокот,"486958 Аррокот (предварительное обозначение 2014 MU69; ранее называлось Ультима Туле) — небольшой ледяной объект пояса Койпера, вращающийся вокруг Солнца за пределами Нептуна и Плутона. Он стал самым дальним объектом в Солнечной системе, который посетил космический корабль, когда 1 января 2019 года мимо него пролетел космический зонд НАСА ""Новые горизонты"". Аррокот был открыт 26 июня 2014 года астрономом Марком Бьюи и поисковой группой New Horizons, которая использовала космический телескоп Хаббла для поиска объектов пояса Койпера, которые мог бы посетить аппарат ""Новые горизонты"".",,trans-Neptunian object,транснептуновый объект
Quasar 3C 273,3C 273,quasar,"brilliant, distant, extreme","quasar,bright,distant,extreme,jet",,"3C 273 is a quasar located at the center of a giant elliptical galaxy in the constellation of Virgo. It was the first quasar ever to be identified and is the visually brightest quasar in the sky as seen from the Earth, with an apparent visual magnitude of 12.9, outshining by more than 16 times the entire galaxy that hosts it. The derived distance to this object is 749 megaparsecs. The mass of its central supermassive black hole is approximately 900 million times the mass of the Sun.",https://en.wikipedia.org/wiki/3C_273,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Best_image_of_bright_quasar_3C_273_%2810953173335%29.jpg/330px-Best_image_of_bright_quasar_3C_273_%2810953173335%29.jpg,data/curated_space_objects/images/quasar_3c_273.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Best_image_of_bright_quasar_3C_273_%2810953173335%29.jpg/330px-Best_image_of_bright_quasar_3C_273_%2810953173335%29.jpg,,True,,Quasar 3C 273,"3C 273 is a quasar located at the center of a giant elliptical galaxy in the constellation of Virgo. It was the first quasar ever to be identified and is the visually brightest quasar in the sky as seen from the Earth, with an apparent visual magnitude of 12.9, outshining by more than 16 times the entire galaxy that hosts it. The derived distance to this object is 749 megaparsecs. The mass of its central supermassive black hole is approximately 900 million times the mass of the Sun.",https://en.wikipedia.org/wiki/3C_273,Квазар 3С 273,"3C 273 — квазар, расположенный в центре гигантской эллиптической галактики в созвездии Девы. Это был первый квазар, который когда-либо был идентифицирован, и он является визуально самым ярким квазаром на небе, видимым с Земли, с видимой визуальной величиной 12,9, затмевая более чем в 16 раз всю галактику, в которой он находится. Полученное расстояние до этого объекта составляет 749 мегапарсек. Масса центральной сверхмассивной черной дыры примерно в 900 миллионов раз превышает массу Солнца.",,quasar,квазар
Einstein Cross,Einstein Cross,gravitational lens,"rare, mirrored, cosmic","quasar,lens,rare,geometric,mysterious",,"The Einstein Cross is a gravitationally lensed quasar that sits directly behind the centre of the galaxy ZW 2237+030, called Huchra's Lens. Four images of the same distant quasar appear in the middle of the foreground galaxy due to strong gravitational lensing. This system was discovered by John Huchra and coworkers in 1985, although at the time they only detected that there was a quasar behind a galaxy based on differing redshifts and did not resolve the four separate images of the quasar.",https://en.wikipedia.org/wiki/Einstein_Cross,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Einstein_cross.jpg/330px-Einstein_cross.jpg,data/curated_space_objects/images/einstein_cross.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Einstein_cross.jpg/330px-Einstein_cross.jpg,,True,,Einstein Cross,"The Einstein Cross is a gravitationally lensed quasar that sits directly behind the centre of the galaxy ZW 2237+030, called Huchra's Lens. Four images of the same distant quasar appear in the middle of the foreground galaxy due to strong gravitational lensing. This system was discovered by John Huchra and coworkers in 1985, although at the time they only detected that there was a quasar behind a galaxy based on differing redshifts and did not resolve the four separate images of the quasar.",https://en.wikipedia.org/wiki/Einstein_Cross,Эйнштейн Кросс,"Крест Эйнштейна — это квазар с гравитационной линзой, расположенный прямо за центром галактики ZW 2237+030, называемой линзой Хухры. Четыре изображения одного и того же далекого квазара появляются в центре галактики на переднем плане из-за сильного гравитационного линзирования. Эта система была открыта Джоном Хухрой и его коллегами в 1985 году, хотя в то время они только обнаружили, что за галактикой находится квазар, основываясь на различных красных смещениях, и не разрешили четыре отдельных изображения квазара.",,gravitational lens,гравитационная линза
Vela Pulsar,Vela Pulsar,pulsar,"fast, electric, precise","pulsar,fast,electric,supernova,precise",,"The Vela Pulsar is a radio, optical, X-ray- and gamma-emitting pulsar associated with the Vela supernova remnant in the constellation of Vela. Its parent Type II supernova exploded approximately 11,000–12,300 years ago.",https://en.wikipedia.org/wiki/Vela_Pulsar,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Vela_Pulsar_jet.jpg/330px-Vela_Pulsar_jet.jpg,data/curated_space_objects/images/vela_pulsar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Vela_Pulsar_jet.jpg/330px-Vela_Pulsar_jet.jpg,,True,,Vela Pulsar,"The Vela Pulsar is a radio, optical, X-ray- and gamma-emitting pulsar associated with the Vela supernova remnant in the constellation of Vela. Its parent Type II supernova exploded approximately 11,000–12,300 years ago.",https://en.wikipedia.org/wiki/Vela_Pulsar,Вела Пульсар,"Пульсар Вела — это радио-, оптический, рентгеновский и гамма-излучающий пульсар, связанный с остатком сверхновой Вела в созвездии Вела. Ее родительская сверхновая типа II взорвалась примерно 11 000–12 300 лет назад.",,pulsar,пульсар
Crab Pulsar,Crab Pulsar,pulsar,"restless, electric, iconic","pulsar,electric,supernova,fast,iconic",,"The Crab Pulsar is a relatively young neutron star. The star is the central star in the Crab Nebula, a remnant of the supernova SN 1054, which was widely observed on Earth in the year 1054. Discovered in 1968, the pulsar was the first to be connected with a supernova remnant.",https://en.wikipedia.org/wiki/Crab_Pulsar,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Chandra-crab.jpg/330px-Chandra-crab.jpg,data/curated_space_objects/images/crab_pulsar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Chandra-crab.jpg/330px-Chandra-crab.jpg,,True,,Crab Pulsar,"The Crab Pulsar is a relatively young neutron star. The star is the central star in the Crab Nebula, a remnant of the supernova SN 1054, which was widely observed on Earth in the year 1054. Discovered in 1968, the pulsar was the first to be connected with a supernova remnant.",https://en.wikipedia.org/wiki/Crab_Pulsar,Краб Пульсар,"Краб-Пульсар — относительно молодая нейтронная звезда. Звезда является центральной звездой Крабовидной туманности, остатком сверхновой SN 1054, которая широко наблюдалась на Земле в 1054 году. Открытый в 1968 году пульсар был первым, кто был связан с остатком сверхновой.",,pulsar,пульсар
Tycho's Supernova,Tycho's Supernova,supernova remnant,"historic, explosive, sharp","supernova,remnant,historic,explosive,bright",,"SN 1572, or B Cassiopeiae, was a supernova of Type Ia in the constellation Cassiopeia, one of eight supernovae visible to the naked eye in historical records. It appeared in early November 1572 and was independently discovered by many individuals.",https://en.wikipedia.org/wiki/SN_1572,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Tycho-supernova-xray.jpg/330px-Tycho-supernova-xray.jpg,data/curated_space_objects/images/tycho_s_supernova.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Tycho-supernova-xray.jpg/330px-Tycho-supernova-xray.jpg,,True,,Tycho's Supernova,"SN 1572, or B Cassiopeiae, was a supernova of Type Ia in the constellation Cassiopeia, one of eight supernovae visible to the naked eye in historical records. It appeared in early November 1572 and was independently discovered by many individuals.",https://en.wikipedia.org/wiki/SN_1572,Сверхновая Тихо,"SN 1572, или B Cassiopeiae, была сверхновой типа Ia в созвездии Кассиопеи, одной из восьми сверхновых, видимых невооруженным глазом в исторических записях. Он появился в начале ноября 1572 года и был независимо открыт многими людьми.",,supernova remnant,остаток сверхновой
